SKU ID,SKU Subdivision,SKU Region,SKU Province,Farm ID,Farm Province,Farm Latitude,Farm Longitude
2023,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2023,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2438,Broccoli,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
2438,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
2438,Broccoli,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
2438,Broccoli,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
2439,Broccoli,HCM,TP. Hồ Chí Minh,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2439,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Đắk Nông,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Cà Mau,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Hậu Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Kiên Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Bình Dương,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Bình Phước,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Lâm Đồng,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2439,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
3058,Spinach,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
3058,Spinach,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
3058,Spinach,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
3058,Spinach,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
3085,Spinach,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
3038,Spinach,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
3090,Spinach,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
3037,Spinach,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
3433,Spinach,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3433,Spinach,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
3433,Spinach,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
3008,Spinach,Miền Tây,T. Long An,DC02,CẦN THƠ,10.001594,105.774215
6416,Pepper,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
6417,Pepper,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
3318,Spinach,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Nghệ An,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Bắc,T. Thái Bình,DC04,,,
3318,Spinach,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,TP. Hải Phòng,DC04,,,
3318,Spinach,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Quảng Ninh,DC04,,,
3318,Spinach,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
3318,Spinach,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
3318,Spinach,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
3318,Spinach,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
3318,Spinach,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
3318,Spinach,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
3318,Spinach,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3318,Spinach,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
3318,Spinach,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
10291,Zucchini,Miền Trung,T. Quảng Trị,DC23,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Bắc,T. Hà Tĩnh,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Bắc,T. Thanh Hóa,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Bắc,T. Hà Nam,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Bắc,T. Hưng Yên,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Hải Dương,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Nam Định,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Bắc,T. Thái Bình,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,TP. Hà Nội,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,TP. Hải Phòng,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Bắc Giang,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Bắc Kạn,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Bắc Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Cao Bằng,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Hà Giang,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Hòa Bình,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Lai Châu,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Lào Cai,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Lạng Sơn,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Phú Thọ,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Quảng Ninh,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Sơn La,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Thái Nguyên,DC10,HẢI DƯƠNG,15.78748,101.810237
2440,Broccoli,Miền Bắc,T. Tuyên Quang,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Vĩnh Phúc,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Yên Bái,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Bắc,T. Điện Biên,DC11,HƯNG YÊN,15.783698,101.810236
2440,Broccoli,Miền Trung,T. Quảng Trị,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Trung,T. Bình Định,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Trung,T. Quảng Nam,DC13,ĐÀ NẴNG,16.082592,108.141159
2440,Broccoli,Miền Trung,T. Quảng Ngãi,DC13,ĐÀ NẴNG,16.082592,108.141159
2440,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Đông,T. Bình Phước,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,HCM,TP. Hồ Chí Minh,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2440,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Trung,T. Gia Lai,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Cà Mau,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Hậu Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Kiên Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Đông,T. Bình Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Đông,T. Tây Ninh,DC12,ĐỒNG NAI,10.789921,106.990776
2440,Broccoli,Miền Đông,T. Đồng Nai,DC12,ĐỒNG NAI,10.789921,106.990776
2438,Broccoli,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
2438,Broccoli,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
2438,Broccoli,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
2142,Broccoli,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
2441,Broccoli,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Nghệ An,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Bắc,T. Thái Bình,DC04,,,
2441,Broccoli,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,TP. Hải Phòng,DC04,,,
2441,Broccoli,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Quảng Ninh,DC04,,,
2441,Broccoli,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
2441,Broccoli,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
2441,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
2441,Broccoli,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2441,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2441,Broccoli,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
2441,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
2441,Broccoli,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
2441,Broccoli,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
2442,Broccoli,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
2442,Broccoli,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Nghệ An,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Bắc,T. Thái Bình,DC04,,,
2442,Broccoli,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,TP. Hải Phòng,DC04,,,
2442,Broccoli,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Quảng Ninh,DC04,,,
2442,Broccoli,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
2442,Broccoli,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
2442,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
2442,Broccoli,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
2442,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2442,Broccoli,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
2442,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2442,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2442,Broccoli,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
2442,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2442,Broccoli,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
2442,Broccoli,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
